dataset_ID,link
450,https://cdn.sofifa.net/players/230/936/18_240.png
451,https://cdn.sofifa.net/players/192/593/18_240.png
452,https://cdn.sofifa.net/players/210/333/18_240.png
453,https://cdn.sofifa.net/player_0.svg
454,https://cdn.sofifa.net/players/230/965/18_240.png
455,https://cdn.sofifa.net/players/218/341/19_240.png
456,https://cdn.sofifa.net/players/200/389/18_240.png
457,https://cdn.sofifa.net/players/229/593/18_240.png
458,https://cdn.sofifa.net/players/233/119/18_240.png
459,https://cdn.sofifa.net/players/240/802/18_240.png
460,https://cdn.sofifa.net/players/225/151/18_240.png
461,https://cdn.sofifa.net/players/202/501/18_240.png
462,https://cdn.sofifa.net/players/203/581/18_240.png
463,https://cdn.sofifa.net/players/200/517/18_240.png
464,https://cdn.sofifa.net/players/206/098/18_240.png
465,https://cdn.sofifa.net/players/199/986/18_240.png
466,https://cdn.sofifa.net/players/212/150/18_240.png
467,https://cdn.sofifa.net/players/177/974/18_240.png
468,https://cdn.sofifa.net/players/234/930/18_240.png
469,https://cdn.sofifa.net/players/212/692/18_240.png
470,https://cdn.sofifa.net/players/210/243/18_240.png
471,https://cdn.sofifa.net/players/201/118/18_240.png
472,https://cdn.sofifa.net/players/184/826/18_240.png
473,https://cdn.sofifa.net/players/189/795/18_240.png
474,https://cdn.sofifa.net/players/210/930/18_240.png
475,https://cdn.sofifa.net/players/211/688/18_240.png
476,https://cdn.sofifa.net/players/210/214/18_240.png
477,https://cdn.sofifa.net/players/180/359/18_240.png
478,https://cdn.sofifa.net/players/233/601/18_240.png
479,https://cdn.sofifa.net/players/204/278/18_240.png
480,https://cdn.sofifa.net/players/230/564/18_240.png
481,https://cdn.sofifa.net/players/190/516/18_240.png
482,https://cdn.sofifa.net/players/186/801/18_240.png
483,https://cdn.sofifa.net/players/158/963/18_240.png
484,https://cdn.sofifa.net/players/163/186/18_240.png
485,https://cdn.sofifa.net/players/219/808/18_240.png
486,https://cdn.sofifa.net/players/210/679/18_240.png
487,https://cdn.sofifa.net/players/207/537/18_240.png
488,https://cdn.sofifa.net/players/234/236/18_240.png
489,https://cdn.sofifa.net/players/219/797/18_240.png
490,https://cdn.sofifa.net/players/233/097/18_240.png
491,https://cdn.sofifa.net/players/207/566/18_240.png
492,https://cdn.sofifa.net/players/168/732/18_240.png
493,https://cdn.sofifa.net/players/146/954/18_240.png
494,https://cdn.sofifa.net/players/231/022/18_240.png
495,https://cdn.sofifa.net/players/202/371/18_240.png
496,https://cdn.sofifa.net/players/207/664/18_240.png
497,https://cdn.sofifa.net/players/192/537/18_240.png
498,https://cdn.sofifa.net/players/180/739/18_240.png
499,https://cdn.sofifa.net/players/205/495/18_240.png
500,https://cdn.sofifa.net/players/216/349/18_240.png
501,https://cdn.sofifa.net/players/219/469/18_240.png
502,https://cdn.sofifa.net/players/220/414/18_240.png
503,https://cdn.sofifa.net/players/221/639/18_240.png
504,https://cdn.sofifa.net/players/196/801/18_240.png
505,https://cdn.sofifa.net/players/195/586/18_240.png
506,https://cdn.sofifa.net/players/168/930/18_240.png
507,https://cdn.sofifa.net/players/206/577/18_240.png
508,https://cdn.sofifa.net/players/192/985/18_240.png
509,https://cdn.sofifa.net/players/198/715/18_240.png
510,https://cdn.sofifa.net/players/146/111/18_240.png
511,https://cdn.sofifa.net/players/185/195/19_240.png
512,https://cdn.sofifa.net/players/200/438/18_240.png
513,https://cdn.sofifa.net/players/190/494/18_240.png
514,https://cdn.sofifa.net/players/188/234/18_240.png
515,https://cdn.sofifa.net/players/175/789/18_240.png
516,https://cdn.sofifa.net/players/216/258/18_240.png
