id;dateutc;competition;season; stadiums_id;home_club;away_club;winner;goal_by_home_club;goal_by_away_club
1189;14.04.2018 18:45;English first division;2018;451;Tottenham Hotspur;Manchester City;Manchester City;1;3
1237;3.03.2018 15:00;English first division;2018;451;Tottenham Hotspur;Huddersfield Town;Tottenham Hotspur;2;0
1259;10.02.2018 12:30;English first division;2018;451;Tottenham Hotspur;Arsenal;Tottenham Hotspur;1;0
1272;31.01.2018 20:00;English first division;2018;451;Tottenham Hotspur;Manchester United;Tottenham Hotspur;2;0
1293;13.01.2018 17:30;English first division;2018;451;Tottenham Hotspur;Everton;Tottenham Hotspur;4;0
1329;26.12.2017 12:30;English first division;2017;451;Tottenham Hotspur;Southampton;Tottenham Hotspur;5;2
1353;13.12.2017 20:00;English first division;2017;451;Tottenham Hotspur;Brighton & Hove Albion;Tottenham Hotspur;2;0
1368;9.12.2017 15:00;English first division;2017;451;Tottenham Hotspur;Stoke City;Tottenham Hotspur;5;1
1413;5.11.2017 12:00;English first division;2017;451;Tottenham Hotspur;Crystal Palace;Tottenham Hotspur;1;0
1430;22.10.2017 15:00;English first division;2017;451;Tottenham Hotspur;Liverpool;Tottenham Hotspur;4;1
1448;14.10.2017 14:00;English first division;2017;451;Tottenham Hotspur;AFC Bournemouth;Tottenham Hotspur;1;0
1501;20.08.2017 15:00;English first division;2017;451;Tottenham Hotspur;Chelsea;Chelsea;1;2
1575;1.04.2018 13:30;German first division;2018;621;Werder Bremen;Eintracht Frankfurt;Werder Bremen;2;1
1592;12.03.2018 19:30;German first division;2018;621;Werder Bremen;Koln;Werder Bremen;3;1
1613;24.02.2018 17:30;German first division;2018;621;Werder Bremen;Hamburger SV;Werder Bremen;1;0
1628;11.02.2018 17:00;German first division;2018;621;Werder Bremen;Wolfsburg;Werder Bremen;3;1
1705;2.12.2017 14:30;German first division;2017;621;Werder Bremen;Stuttgart;Werder Bremen;1;0
1718;19.11.2017 17:00;German first division;2017;621;Werder Bremen;Hannover 96;Werder Bremen;4;0
1737;29.10.2017 14:30;German first division;2017;621;Werder Bremen;Augsburg;Augsburg;0;3
1754;15.10.2017 16:00;German first division;2017;621;Werder Bremen;Borussia M'gladbach;Borussia M'gladbach;0;2
1795;16.09.2017 13:30;German first division;2017;621;Werder Bremen;Schalke 04;Schalke 04;1;2
1811;26.08.2017 13:30;German first division;2017;621;Werder Bremen;Bayern Munchen;Bayern Munchen;0;2
1521;12.05.2018 13:30;German first division;2018;624;Hoffenheim;Borussia Dortmund;Hoffenheim;3;1
1546;27.04.2018 18:30;German first division;2018;624;Hoffenheim;Hannover 96;Hoffenheim;3;1
1560;14.04.2018 13:30;German first division;2018;624;Hoffenheim;Hamburger SV;Hoffenheim;2;0
1578;31.03.2018 13:30;German first division;2018;624;Hoffenheim;Koln;Hoffenheim;6;0
1597;10.03.2018 14:30;German first division;2018;624;Hoffenheim;Wolfsburg;Hoffenheim;3;0
1632;10.02.2018 14:30;German first division;2018;624;Hoffenheim;Mainz 05;Hoffenheim;4;2
1658;20.01.2018 14:30;German first division;2018;624;Hoffenheim;Bayer Leverkusen;Bayer Leverkusen;1;4
1686;13.12.2017 17:30;German first division;2017;624;Hoffenheim;Stuttgart;Hoffenheim;1;0
1704;2.12.2017 14:30;German first division;2017;624;Hoffenheim;RB Leipzig;Hoffenheim;4;0
1739;28.10.2017 13:30;German first division;2017;624;Hoffenheim;Borussia M'gladbach;Borussia M'gladbach;1;3
1776;23.09.2017 13:30;German first division;2017;624;Hoffenheim;Schalke 04;Hoffenheim;2;0
1801;9.09.2017 16:30;German first division;2017;624;Hoffenheim;Bayern Munchen;Hoffenheim;2;0
1820;19.08.2017 13:30;German first division;2017;624;Hoffenheim;Werder Bremen;Hoffenheim;1;0
1535;5.05.2018 13:30;German first division;2018;625;Augsburg;Schalke 04;Schalke 04;1;2
1548;22.04.2018 13:30;German first division;2018;625;Augsburg;Mainz 05;Augsburg;2;0
1572;7.04.2018 13:30;German first division;2018;625;Augsburg;Bayern Munchen;Bayern Munchen;1;4
1589;17.03.2018 14:30;German first division;2018;625;Augsburg;Werder Bremen;Werder Bremen;1;3
1606;3.03.2018 14:30;German first division;2018;625;Augsburg;Hoffenheim;Hoffenheim;0;2
1621;18.02.2018 14:30;German first division;2018;625;Augsburg;Stuttgart;Stuttgart;0;1
1638;4.02.2018 14:30;German first division;2018;625;Augsburg;Eintracht Frankfurt;Augsburg;3;0
1669;13.01.2018 14:30;German first division;2018;625;Augsburg;Hamburger SV;Augsburg;1;0
1715;25.11.2017 14:30;German first division;2017;625;Augsburg;Wolfsburg;Augsburg;2;1
1752;21.10.2017 13:30;German first division;2017;625;Augsburg;Hannover 96;Hannover 96;1;2
1769;30.09.2017 13:30;German first division;2017;625;Augsburg;Borussia Dortmund;Borussia Dortmund;1;2
1787;19.09.2017 18:30;German first division;2017;625;Augsburg;RB Leipzig;Augsburg;1;0
1804;9.09.2017 13:30;German first division;2017;625;Augsburg;Koln;Augsburg;3;0
295;9.09.2017 13:30;German first division;2017;625;Augsburg;Koln;Augsburg;3;0
